id	createdTime	deliveryAddress	phoneNumber	status	customerId	employeeId
20	2023-11-05 05:11:46.000	123 Main St, Los Angeles, CA 90001	424-123-0001	SUCCESS	1	1
21	2023-08-04 20:05:21.000	123 Main St, Los Angeles, CA 90001	424-123-0001	CANCELED	1	5
22	2023-04-14 18:28:28.000	123 Main St, Los Angeles, CA 90001	424-123-0001	DELIVERING	1	1
23	2022-01-22 03:35:20.000	123 Main St, Los Angeles, CA 90001	424-123-0001	CANCELED	1	4
24	2022-05-08 21:08:18.000	123 Main St, Los Angeles, CA 90001	424-123-0001	SUCCESS	1	9
25	2023-02-05 18:51:22.000	123 Main St, Los Angeles, CA 90001	424-123-0001	INITIALIZING	1	4
26	2022-08-30 15:50:20.000	123 Main St, Los Angeles, CA 90001	424-123-0001	SUCCESS	1	4
27	2022-04-15 02:48:38.000	123 Main St, Los Angeles, CA 90001	424-123-0001	SUCCESS	1	6
28	2023-07-08 15:58:15.000	123 Main St, Los Angeles, CA 90001	424-123-0001	SUCCESS	1	7
29	2022-12-23 10:20:27.000	123 Main St, Los Angeles, CA 90001	424-123-0001	CANCELED	1	6
30	2022-04-13 11:15:17.000	123 Main St, Los Angeles, CA 90001	424-123-0001	SUCCESS	1	8
31	2022-07-12 23:32:08.000	123 Main St, Los Angeles, CA 90001	424-123-0001	SUCCESS	1	5
32	2023-01-13 07:05:11.000	123 Main St, Los Angeles, CA 90001	424-123-0001	SUCCESS	1	10
33	2023-09-09 04:03:26.000	123 Main St, Los Angeles, CA 90001	424-123-0001	SUCCESS	1	8
34	2022-04-30 00:14:37.000	456 Oak St, Portland, OR 97201	503-555-0002	CANCELED	2	6
35	2023-05-13 13:13:39.000	456 Oak St, Portland, OR 97201	503-555-0002	SUCCESS	2	6
36	2022-12-24 17:27:16.000	456 Oak St, Portland, OR 97201	503-555-0002	SUCCESS	2	8
37	2023-03-14 09:35:29.000	456 Oak St, Portland, OR 97201	503-555-0002	SUCCESS	2	5
38	2022-02-01 09:56:03.000	456 Oak St, Portland, OR 97201	503-555-0002	SUCCESS	2	10
39	2023-04-05 14:42:10.000	456 Oak St, Portland, OR 97201	503-555-0002	DELIVERING	2	7
40	2023-05-13 21:28:15.000	456 Oak St, Portland, OR 97201	503-555-0002	SUCCESS	2	9
41	2023-05-21 01:46:43.000	456 Oak St, Portland, OR 97201	503-555-0002	SUCCESS	2	3
42	2022-02-24 09:13:47.000	456 Oak St, Portland, OR 97201	503-555-0002	SUCCESS	2	2
43	2023-06-15 08:46:15.000	456 Oak St, Portland, OR 97201	503-555-0002	SUCCESS	2	8
44	2022-10-09 20:29:12.000	456 Oak St, Portland, OR 97201	503-555-0002	SUCCESS	2	8
45	2022-09-04 23:07:58.000	456 Oak St, Portland, OR 97201	503-555-0002	INITIALIZING	2	7
46	2023-05-23 13:03:01.000	456 Oak St, Portland, OR 97201	503-555-0002	SUCCESS	2	7
47	2022-02-07 11:56:36.000	456 Oak St, Portland, OR 97201	503-555-0002	SUCCESS	2	4
48	2023-12-08 22:15:10.000	456 Oak St, Portland, OR 97201	503-555-0002	CANCELED	2	4
49	2023-04-05 05:55:32.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	3
50	2022-02-14 06:44:04.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	9
51	2023-01-14 06:12:59.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	5
52	2022-08-17 07:49:40.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	4
53	2023-01-24 12:58:46.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	DELIVERING	3	8
54	2022-06-20 19:22:53.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	8
55	2023-11-15 08:05:34.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	5
56	2022-07-27 17:59:27.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	8
57	2023-12-01 13:28:17.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	INITIALIZING	3	6
58	2023-02-17 14:46:26.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	6
59	2023-09-16 03:38:03.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	9
60	2023-11-20 14:22:29.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	3
61	2023-07-27 23:52:05.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	NOT_ACCEPTED	3	8
62	2023-12-19 20:50:12.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	DELIVERING	3	9
63	2023-10-14 11:25:10.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	7
64	2023-05-15 13:47:41.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	8
65	2022-03-13 21:13:05.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	10
66	2023-10-25 17:47:52.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	CANCELED	3	2
67	2023-06-01 03:32:17.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	CANCELED	3	5
68	2022-09-05 01:41:18.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	5
69	2023-05-01 22:19:06.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	4
70	2023-02-17 23:42:11.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	CANCELED	3	3
71	2022-03-06 08:36:28.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	9
72	2022-03-28 06:33:51.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	6
73	2023-04-19 11:31:11.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	5
74	2023-07-28 14:47:35.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	9
75	2022-06-10 07:53:11.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	NOT_ACCEPTED	3	9
76	2023-11-05 09:16:58.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	5
77	2022-08-29 18:36:52.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	5
78	2023-03-09 05:08:23.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	9
79	2022-01-14 05:39:40.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	2
80	2023-03-23 12:52:49.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	2
81	2023-02-14 06:03:52.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	4
82	2023-06-03 06:11:10.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	DELIVERING	3	3
83	2023-07-09 14:56:05.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	10
84	2023-06-08 18:39:44.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	2
85	2022-04-14 13:17:35.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	CANCELED	3	3
86	2022-08-27 15:09:18.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	CANCELED	3	7
87	2023-05-20 21:28:09.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	CANCELED	3	9
88	2022-05-29 00:53:05.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	8
89	2023-01-08 13:34:13.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	5
90	2023-04-16 17:13:45.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	9
91	2023-07-19 08:06:17.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	CANCELED	3	10
92	2022-05-05 08:17:03.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	6
93	2023-11-12 20:22:15.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	10
94	2023-05-29 16:32:20.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	9
95	2022-10-26 21:42:44.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	7
96	2023-01-20 09:44:15.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	1
97	2023-09-22 06:02:13.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	10
98	2023-10-12 06:50:34.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	7
99	2023-05-24 18:41:21.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	4
100	2023-12-03 13:49:44.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	7
101	2023-07-15 01:29:18.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	6
102	2022-10-05 20:14:38.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	1
103	2023-03-19 16:42:03.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	10
104	2022-08-08 11:10:15.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	4
105	2022-02-23 05:46:53.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	6
106	2022-06-20 07:14:57.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	10
107	2023-01-26 18:49:57.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	CANCELED	3	8
108	2022-07-13 20:30:56.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	8
109	2022-07-28 06:37:20.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	8
110	2023-10-02 21:29:20.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	8
111	2023-03-28 02:42:10.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	DELIVERING	3	9
112	2023-07-10 09:58:56.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	DELIVERING	3	8
113	2023-08-23 09:02:51.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	10
114	2023-12-10 15:57:32.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	2
115	2022-02-24 12:01:00.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	10
116	2023-02-04 17:56:00.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	6
117	2023-04-23 00:43:14.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	9
118	2023-10-15 08:11:29.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	PENDING	3	9
119	2022-12-31 12:03:24.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	8
120	2023-01-08 12:13:31.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	DELIVERING	3	7
121	2022-06-18 11:12:34.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	2
122	2023-10-17 04:49:15.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	5
123	2022-10-12 22:48:30.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	NOT_ACCEPTED	3	4
124	2022-11-25 05:38:43.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	CANCELED	3	6
125	2022-07-04 04:41:22.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	CANCELED	3	6
126	2022-06-16 12:08:09.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	3
127	2023-03-07 08:47:31.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	8
128	2023-02-19 07:42:23.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	5
129	2023-04-09 04:33:10.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	8
130	2022-02-02 01:05:19.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	7
131	2023-12-08 11:30:42.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	10
132	2023-02-13 17:42:35.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	6
133	2022-07-30 11:23:21.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	CANCELED	3	9
134	2022-04-25 23:45:58.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	5
135	2023-12-18 08:16:22.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	9
136	2023-08-20 15:43:00.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	9
137	2022-10-18 09:50:31.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	2
138	2022-06-26 01:57:49.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	CANCELED	3	2
139	2022-06-16 23:05:08.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	2
140	2022-01-09 09:30:21.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	7
141	2023-01-14 08:07:36.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	DELIVERING	3	3
142	2022-08-28 12:56:01.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	CANCELED	3	8
143	2023-05-02 16:39:32.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	1
144	2023-05-20 06:38:06.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	DELIVERING	3	6
145	2022-07-18 10:13:50.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	1
146	2022-02-25 02:31:43.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	NOT_ACCEPTED	3	2
147	2022-06-30 19:52:22.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	7
148	2022-10-16 16:57:13.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	1
149	2023-07-24 16:27:25.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	CANCELED	3	8
150	2022-03-03 03:50:40.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	4
151	2022-04-03 07:47:02.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	10
152	2022-12-08 23:48:08.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	7
153	2023-03-13 16:15:36.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	CANCELED	3	8
154	2023-01-04 02:41:52.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	4
155	2023-10-23 14:12:56.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	5
156	2022-04-17 21:56:58.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	10
157	2023-05-10 08:48:39.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	3
158	2022-12-03 21:51:50.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	9
159	2022-04-21 11:10:32.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	CANCELED	3	1
160	2022-05-30 21:42:24.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	CANCELED	3	9
161	2023-05-15 17:11:16.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	3
162	2023-05-31 00:11:25.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	7
163	2023-12-13 18:44:53.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	1
164	2023-06-12 08:09:35.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	4
165	2023-10-27 02:12:37.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	2
166	2023-12-27 01:33:50.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	5
167	2023-06-08 15:42:30.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	1
168	2022-05-07 06:12:17.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	2
169	2022-12-19 01:18:22.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	INITIALIZING	3	3
170	2023-05-09 18:41:44.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	DELIVERING	3	5
171	2023-01-09 19:00:21.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	9
172	2022-01-24 09:58:19.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	3
173	2022-08-16 08:31:19.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	PENDING	3	3
174	2023-08-13 19:55:06.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	10
175	2023-01-16 03:28:46.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	6
176	2022-07-24 01:45:23.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	4
177	2023-10-19 23:50:19.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	DELIVERING	3	6
178	2022-08-18 03:11:47.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	6
179	2023-01-11 18:05:55.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	10
180	2022-01-12 17:13:21.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	5
181	2022-02-12 13:21:24.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	5
182	2023-03-19 02:01:25.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	CANCELED	3	10
183	2023-06-15 07:05:27.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	9
184	2022-09-22 15:07:56.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	CANCELED	3	2
185	2022-04-03 20:59:42.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	9
186	2023-08-13 20:26:15.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	DELIVERING	3	5
187	2023-09-10 03:15:54.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	9
188	2022-08-15 14:18:00.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	5
189	2023-05-13 23:44:43.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	1
190	2022-03-28 13:59:13.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	9
191	2023-05-04 11:15:10.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	DELIVERING	3	6
192	2023-12-21 10:05:17.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	CANCELED	3	9
193	2022-06-01 23:46:02.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	DELIVERING	3	3
194	2022-08-01 22:44:21.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	5
195	2022-12-18 15:47:10.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	DELIVERING	3	1
196	2023-11-30 03:13:07.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	3
197	2022-09-01 00:22:18.000	789 Pine St, Phoenix, AZ 85001	602-555-0003	SUCCESS	3	6
198	2022-08-06 20:03:00.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	SUCCESS	4	3
199	2022-12-18 01:55:01.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	SUCCESS	4	8
200	2023-03-29 19:37:11.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	CANCELED	4	7
201	2022-11-01 13:45:06.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	NOT_ACCEPTED	4	2
202	2023-12-31 13:11:37.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	DELIVERING	4	7
203	2022-03-10 17:43:05.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	SUCCESS	4	5
204	2022-07-08 21:13:00.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	DELIVERING	4	3
205	2022-09-08 03:19:27.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	SUCCESS	4	5
206	2023-05-03 13:56:22.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	SUCCESS	4	2
207	2023-05-17 00:52:52.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	CANCELED	4	10
208	2022-12-09 17:33:52.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	SUCCESS	4	9
209	2023-07-10 10:55:55.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	SUCCESS	4	7
210	2023-12-04 14:12:47.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	SUCCESS	4	4
211	2023-06-10 12:26:32.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	SUCCESS	4	9
212	2022-02-11 11:41:28.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	PENDING	4	1
213	2023-05-18 03:30:47.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	SUCCESS	4	4
214	2022-02-19 06:15:46.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	SUCCESS	4	4
215	2023-02-09 01:34:51.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	SUCCESS	4	5
216	2022-05-03 16:14:04.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	SUCCESS	4	8
217	2022-08-05 16:48:12.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	SUCCESS	4	4
218	2023-07-01 00:47:43.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	CANCELED	4	7
219	2023-09-09 01:19:06.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	SUCCESS	4	10
220	2022-05-21 08:16:12.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	DELIVERING	4	4
221	2023-06-27 11:47:00.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	SUCCESS	4	7
222	2023-06-28 20:47:09.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	DELIVERING	4	7
223	2022-09-06 20:18:02.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	SUCCESS	4	3
224	2023-08-16 14:07:30.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	DELIVERING	4	8
225	2022-08-10 17:10:01.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	CANCELED	4	5
226	2022-07-20 00:03:57.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	CANCELED	4	8
227	2022-10-03 13:43:14.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	SUCCESS	4	2
228	2022-03-11 21:58:20.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	SUCCESS	4	3
229	2023-06-13 14:13:53.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	SUCCESS	4	10
230	2023-04-18 12:21:47.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	DELIVERING	4	3
231	2022-06-15 09:26:05.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	SUCCESS	4	4
232	2022-10-24 15:50:08.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	SUCCESS	4	4
233	2022-08-18 18:09:06.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	SUCCESS	4	4
234	2023-07-13 10:48:21.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	SUCCESS	4	1
235	2022-03-05 11:03:16.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	SUCCESS	4	7
236	2022-10-29 15:09:00.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	PENDING	4	9
237	2023-12-13 00:08:42.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	DELIVERING	4	7
238	2023-09-17 23:28:55.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	SUCCESS	4	3
239	2022-09-07 08:11:26.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	INITIALIZING	4	4
240	2023-05-23 14:51:12.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	SUCCESS	4	1
241	2022-02-27 11:07:18.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	CANCELED	4	5
242	2022-12-03 18:02:31.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	SUCCESS	4	4
243	2023-05-10 18:23:33.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	SUCCESS	4	2
244	2023-07-20 02:01:47.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	DELIVERING	4	8
245	2023-01-12 12:37:32.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	SUCCESS	4	10
246	2023-04-26 22:09:06.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	CANCELED	4	2
247	2023-10-30 16:23:19.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	SUCCESS	4	5
248	2023-01-10 16:54:55.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	SUCCESS	4	9
249	2023-12-17 18:52:02.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	SUCCESS	4	9
250	2022-06-09 01:25:17.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	CANCELED	4	2
251	2023-03-07 04:13:19.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	SUCCESS	4	8
252	2022-03-16 22:23:15.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	SUCCESS	4	7
253	2022-08-05 14:29:52.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	SUCCESS	4	1
254	2023-10-06 12:05:45.000	321 Elm St, Las Vegas, NV 89101	702-555-0004	CANCELED	4	4
